application_id,vacancy_id,candidate_name,email,phone,current_position,current_company,current_salary,expected_salary,experience_years,education_level,application_date,status,interview_date,feedback,source
437,29,Марія Шеремет,marusia16@example.org,110-82-20,Пілот,Їжакевич-Вертипорох,35233.49,43860.58,2,PhD,2024-03-31,Співбесіда,2024-04-03,,Сайт компанії
438,44,Роман Носенко,bohdannavasylenko@example.org,064 258 49 10,Краєзнавець,Копитко Ltd,39165.59,54203.59,0,Магістр,2023-06-10,Відхилено,2023-06-14,"Розкішний написати правління функція.
Банк хлопець наступати інший. Число здригнутися подробиця штаб наполегливо банда ґудзик.",Work.ua
439,92,Артем Корпанюк,iermolenkoleontii@example.org,+380 25 691-36-65,Різноробочий,Дараган Ltd,28779.44,32914.35,15,Середня,2024-05-24,Відхилено,2024-06-01,Палиця командир раніше насолода. Перебивати лягати ефект відповідність знищення через.,Інше
440,97,Венедикт Шелест,gprokopovych@example.org,+380 10 158 35 19,Дизайнер,Дубенко Ltd,40844.11,57957.87,5,PhD,2024-12-19,Співбесіда,2024-12-23,,Сайт компанії
441,97,Емілія Запорожець,andriievychruslan@example.com,+380 82 653-96-93,Нотаріус,Масоха-Данильчук,24098.81,31592.38,15,Магістр,2024-12-03,Прийнято,2024-12-09,Призначити уточнити вскакивать сумний. Ковзати пастух недолік виражений вітрина друкувати.,Work.ua
442,51,Мирослав Скиба,opanas51@example.net,058 912-77-31,Фольклорист,Шаблій PLC,19284.66,25820.53,15,Бакалавр,2024-06-01,Пропозиція,2024-06-10,Груди чітко кут комунізм функція образа світило. Вибирати потрясти заява неправда. Поява вираз плід розгубитися. Зупинити яблуко діловий промовчати синок.,LinkedIn
443,61,Станіслав Ажажа,ielysei69@example.com,+380 02 267-72-35,Секретар,Данчук-Дашкевич,44762.77,57140.71,3,PhD,2024-10-09,Розглядається,,,Інше
444,63,Прохір Тимченко,jdemianiuk@example.org,+380 66 332-54-43,Геолог,"Бабійчук, Стус and Жарко",16935.15,21919.61,13,PhD,2024-08-23,Співбесіда,2024-09-06,,Інше
445,30,Камілла Гузенко,vladyslavzabila@example.com,140 27 28,Художник,Ковпак and Sons,19624.67,26016.94,10,PhD,2023-04-18,Пропозиція,2023-04-24,Коробка мить намір болото. Наполегливо правління пити потягнутися команда польовий командувач. Функція ідея ручка. Дорогий функція взагалі байдужий художній легко виражений.,Сайт компанії
446,37,Валентин Тихий,vertyporokharkadii@example.net,+380 18 837-76-43,Антрополог,"Шинкаренко, Фартушняк and Масляк",46148.39,66967.62,3,Магістр,2023-12-22,Співбесіда,2023-12-26,,Work.ua
447,33,Оксана Артюх,deisunheorhii@example.com,038 289 94 33,Бухгалтер,Архипенко-Артюшенко,13580.77,15079.1,11,Бакалавр,2024-02-20,Нова,,,Сайт компанії
448,55,Чумаченко Анжела Ігорівна,pandrusenko@example.com,+380 (69) 402-75-27,Кінолог,"Пелех, Власенко and Приходько",32209.22,37179.32,4,Магістр,2024-05-24,Пропозиція,2024-05-31,Князь подвірʼя рідкий наштовхнутися космос епоха. Пісенька склянка міф встати недолік труп рис команда. Зате наштовхнутися порівняння дошлий мимо деякий.,Work.ua
449,74,Корсун Любов Григоріївна,zorianvashchenko@example.org,075 522-04-85,Перекладач,"Рябовіл, Канівець and Цюцюра",46922.13,57863.35,0,Магістр,2023-11-24,Прийнято,2023-12-04,Застосовуватися зрідка наштовхнутися поставити роса. Штаб направо перебивати порода податковий пристрій кут сумнівний. Натиснути а конференція виражений рота натиснути.,Рекомендація
450,4,Єфименко Альбіна Вʼячеславівна,ihnatshtokalo@example.com,+380 76 016-02-97,Соціолог,Венгринович-Романенко,38978.9,43001.55,6,Середня,2024-04-01,Прийнято,2024-04-04,Банк гіркий розвинений спорт солома. Кордон занадто встати підземний легко байдужий адвокат. Вибирати висловлюватися редактор матерія прелесть.,LinkedIn
451,14,Лілія Свириденко,levkobabak@example.org,860 75 38,Інженер,"Данилюк, Шеремета and Гаврилишина",10350.34,13151.51,10,PhD,2024-07-01,Розглядається,,,Work.ua
452,23,Михайлина Шелест,iiatseniuk@example.com,517-29-07,Музичний редактор,Девдюк PLC,40537.44,51639.21,10,Середня,2024-01-07,Прийнято,2024-01-21,Означати яскраво салон сміливий ставити мотоцикл гуляти зрозумілий. Здригатися бак солома.,Інше
453,45,Лариса Щербак,stepan53@example.org,070 739-95-89,Геофізик,Свириденко-Акуленко,11989.85,13461.95,0,Магістр,2023-09-22,Нова,,,Рекомендація
454,48,Наталія Притула,hhunko@example.net,+380 (89) 523-76-13,Редактор,Петлюра and Sons,48025.92,62764.2,8,Бакалавр,2023-10-24,Розглядається,,,Рекомендація
455,68,Сергій Сацюк,pbabarychenko@example.net,424 48 26,Нотаріус,Ґерус LLC,20734.21,30001.84,0,Середня,2023-09-24,Відхилено,2023-09-28,"Дальній прелесть червень боєць. Рішення танцювати близько здригнутися вказаний. Правильний рішення каюта хлопчисько помовчати яблуко.
Решітка юний податковий. Угодний перед темніти командир.",Сайт компанії
456,90,Ада Москаль,lhres@example.net,089 053-40-71,Детектив,Саєнко LLC,22302.32,31624.97,5,Магістр,2023-12-07,Розглядається,,,Інше
457,48,Франко Марія Святославівна,tetianaievtushok@example.com,+380 96 409 71 94,Письменник,"Чуйко, Слюсар and Бандурка",31897.57,42762.52,0,Магістр,2023-11-12,Відхилено,2023-11-19,Художній мигнути вчора ідея. Демократія подвірʼя монета розвернутися взагалі. Суглоб а виблискувати секунда поставити розвернутися простір лівий.,LinkedIn
458,90,Пармен Савенко,klavdiia97@example.org,+380 83 505-25-34,Бібліограф,Дробаха-Гаврилишин,12330.28,17292.14,9,PhD,2024-12-16,Пропозиція,2024-12-20,Пані склянка страта бак безпорадний провінція благати болото. Гідність скинути присвятити один зима.,LinkedIn
459,78,Мирослав Охріменко,ustymorobets@example.net,+380 80 538-90-96,Кінорежисер,Власенко-Лупій,15790.27,18928.31,10,Магістр,2024-07-07,Пропозиція,2024-07-17,Затримати зрозумілий встати правління щур основа близько. Затримати пірʼя роса дівка коваль друкувати зловити ґаздиня.,Інше
460,2,добродійка Надія Непорожній,demianartiushenko@example.com,008 514-37-02,Детектив,Артимишин Inc,36522.96,54146.77,9,Середня,2024-09-01,Нова,,,LinkedIn
461,92,пані Лариса Корж,hoholmakar@example.com,557 39 75,Випробувач,Бабариченко Inc,41133.66,54296.98,7,Середня,2024-12-23,Прийнято,2025-01-06,Сміливий видимо підлога програміст соціалістичний кільце мигнути. Ремінь ставити перебивати радити наштовхнутися. Хлопчисько постійний перетнути конструкція бригада безглуздий.,Рекомендація
462,22,Любов Свириденко,aperebyinis@example.net,847-54-14,Зоолог,Акуленко-Вітрук,17713.08,20189.48,14,Магістр,2024-04-05,Пропозиція,2024-04-13,Порт домогтися головний ідея. Й написати витримати. Болото шкільний уникати заспівати сходити провінція.,LinkedIn
463,76,Олена Фесенко,stanislavandroshchuk@example.com,+380 96 395-50-71,Шериф,Бевзенко Inc,48042.08,67871.25,5,Бакалавр,2024-12-23,Нова,,,Інше
464,72,Аліна Верменич,elaba@example.com,+380 (69) 725-63-51,Адвокат,Лемешко Inc,47893.44,60670.28,7,Середня,2023-12-01,Співбесіда,2023-12-08,,Сайт компанії
465,56,Болеслав Верес,irynagerega@example.com,006 082-84-99,Астрофізик,"Єрьоменко, Василечко and Гавриленко",10673.83,14517.77,2,Бакалавр,2024-05-11,Відхилено,2024-05-19,Солома прихований виражений монета сонце хід безглуздий. Більше ставити видимо міра гіркий занадто занадто. Зате нині гідність процес висіти почуття пристрасть житель.,Інше
466,28,пані Олена Левченко,mbabii@example.com,033 48 02,Ювелір,Зінкевич Group,14366.58,17014.87,5,Бакалавр,2024-04-01,Прийнято,2024-04-08,Трубка розлад падаль прем'єра. Сміття ковзати приятель робочий штаб. Витримати блін недолік виражений. Промовчати демократія груди степ порода.,Сайт компанії
467,71,Юстим Захаренко,pelekhmakar@example.com,+380 (04) 344-05-34,Економіст,Рудько-Бебешко,21563.07,31483.47,8,PhD,2024-02-06,Прийнято,2024-02-15,Бригада білизна адже соціалістичний незвичайний міркування означати.,Сайт компанії
468,97,добродій Хома Деряжний,pylypzasenko@example.com,882 07 06,Актор,Рубець LLC,13822.87,19576.5,0,Середня,2024-10-25,Відхилено,2024-11-02,Тута зображати пити пані через дрібниця монета. Жити бочок струмок діставати застосовуватися. Самостійно незручно природний неправда монета торгівля розводити навряд.,Рекомендація
469,51,Овчаренко Віталій Андрійович,adam80@example.org,+380 29 806-02-82,Кінорежисер,Дуплій LLC,38788.38,49165.72,15,PhD,2024-05-01,Розглядається,,,Інше
470,58,Златослава Скопенко,tsisyksolomon@example.net,+380 (80) 337-95-40,Професор,"Зубко, Лаба and Журавель",35509.04,43779.15,10,Магістр,2024-03-02,Нова,,,Work.ua
471,99,Клавдія Дурдинець,halyna61@example.com,+380 12 904-69-77,Промисловець,Пелех PLC,29863.71,37288.79,10,Магістр,2024-09-11,Співбесіда,2024-09-17,,Work.ua
472,69,Ґоляш Владислав Демидович,zakhar04@example.com,+380 37 924-80-66,Нотаріус,Дрозд-Єсипенко,15044.47,18188.13,6,PhD,2024-06-08,Пропозиція,2024-06-13,Вибирати сонце наштовхнутися квапливий функція обуритися пити. Хлопчисько вчений метал єврейський фахівець відділ.,Сайт компанії
473,77,Мілена Ребрик,leopoldchornovil@example.org,062 949-95-12,Стиліст,"Комар, Девдюк and Данько",36131.14,42140.11,9,Бакалавр,2024-08-01,Відхилено,2024-08-08,Небезпека бажання дошлий задерти. Пропаганда заклад ліловий від'їзд. Дівка валюта зупинити.,Work.ua
474,20,Ярина Москаль,qadamchuk@example.net,+380 (35) 403-57-27,Публіцист,Девдюк PLC,38845.51,57667.87,0,PhD,2024-08-06,Співбесіда,2024-08-13,,Інше
475,11,Ірина Сірко,tsushkoavrelii@example.net,080 968-17-57,Кінорежисер,"Гуцуляк, Ватаманюк and Щорс",36002.93,45017.32,8,PhD,2024-11-24,Прийнято,2024-12-06,Програміст прошепотіти правління помовчати. Валюта розстебнути зображати виникнення прихований поставити інший.,Сайт компанії
476,56,Алевтин Цюпа,artemriabets@example.net,+380 (61) 518-92-24,Науковець,"Романець, Яремків and Ірванець",15348.15,19897.26,8,PhD,2024-05-03,Нова,,,Рекомендація
477,1,Ольга Нестайко,telizhenkoviktoriia@example.net,138 29 52,Кухар,Бабій Ltd,40895.14,53106.29,14,Бакалавр,2024-11-08,Співбесіда,2024-11-18,,Рекомендація
478,8,Людмила Ейбоженко,stanislavatamaniuk@example.net,+380 (05) 532-05-49,Клоун,"Давимука, Фоменко and Цюцюра",41632.07,49338.36,12,Бакалавр,2024-05-14,Розглядається,,,LinkedIn
479,97,Марина Остапчук,pkovaliuk@example.com,559 13 26,Програміст,Слюсар-Палій,22696.04,25074.05,3,Середня,2024-08-11,Прийнято,2024-08-18,"Коробка навряд темніти загроза адвокат. Виднітися виконувати заборонити виражений конференція. Нога їсти незручно друкувати покинути очко.
Господь промовчати склянка повністю приятель аналіз простір.",Рекомендація
480,19,пан Пармен Яременко,havryletsiustyna@example.net,+380 12 663-78-36,Швачка,"Артимович, Гузій and Джус",32932.57,45096.82,10,PhD,2023-08-13,Співбесіда,2023-08-20,,Рекомендація
481,98,Дарина Яремчук,viteroles@example.org,890-03-35,Музикант,Самойленко-Лисенко,42917.1,63901.49,10,Середня,2024-02-05,Прийнято,2024-02-12,"Хід танцювати палиця купа-невеличка уточнити. Який гіркий витягувати радити. Навіщо головний бігати образа роса прем'єра мʼята.
Боєць білизна небезпека ліловий. Струмок червонй ніж.",LinkedIn
482,11,Дарина Вакуленко,andrii51@example.net,+380 40 206 51 25,Бібліотекар,Данчук and Sons,21322.62,27429.58,5,Магістр,2025-01-03,Прийнято,2025-01-06,Заклад о банда трубка поїзд. Зрідка міра чотири розкішний навряд. Плід гараж витягувати незвичайний сумний виблискувати радість.,Інше
483,10,Назар Проценко,wromanchuk@example.com,765-41-36,Паблік рилейшнз,Дубас-Ірванець,31786.19,35551.05,12,Бакалавр,2024-07-02,Співбесіда,2024-07-09,,Сайт компанії
484,69,пан Тарас Килимник,bashtanmarta@example.org,+380 74 956-60-32,Графік,Дутка Inc,39209.5,58022.15,14,PhD,2024-06-11,Прийнято,2024-06-24,Природний досліджено перебивати керівник пристрій дрімати зловити. Армійський єдиний доба конференція багряний. Бригада конференція покидати червень головний рот розгубитися видимо.,Work.ua
485,19,Лариса Козак,leon88@example.net,090 650 33 94,Фольклорист,Скорик-Єресько,43893.63,48588.88,13,Магістр,2023-08-04,Прийнято,2023-08-18,Сходити функція будівництво безглуздий ліворуч прихований рота в'язниця. Зима товар іспит правління монета командир. Спорт синок адвокат зупинити нога вітрина слати.,LinkedIn
486,2,Ільченко Герман Юхимович,emiliia87@example.com,+380 75 459-79-43,Дизайнер,Медведенко-Тесленко,45964.27,59761.05,11,Середня,2024-09-15,Розглядається,,,LinkedIn
487,17,Єва Базавлученко,gshakhrai@example.org,+380 77 340-35-74,Доцент,Андрейко Ltd,40369.68,54753.62,4,Магістр,2023-10-24,Розглядається,,,Інше
488,38,Стефан Корбут,umakarenko@example.com,+380 08 740 01 50,Економіст,Верес-Сірко,13411.89,18852.92,8,Бакалавр,2024-09-07,Розглядається,,,Рекомендація
489,9,Марина Саєнко,veniiamyn40@example.net,584-37-57,Євнух,Цюцюра-Забара,34156.56,41438.33,10,PhD,2024-12-08,Нова,,,Інше
490,6,Віктор Фартушняк,arsen28@example.org,+380 74 463-50-65,Електротехнік,"Батіг, Кармалюк and Ребрик",11050.33,15977.27,11,PhD,2023-11-01,Нова,,,Інше
491,43,Охрім Титаренко,bhydenkoiustyna@example.net,+380 20 401-65-09,Складальник,Перебийніс and Sons,38416.88,45964.86,7,Бакалавр,2024-11-17,Прийнято,2024-11-22,Програміст нога князь польовий більше ламати ґаздиня. Доба написати написати помовчати намір.,LinkedIn
492,73,Світлана Єрошенко,iukhymprotsenko@example.net,818 29 09,Кінорежисер,Ткаченко-Скирда,14043.34,15670.55,9,Середня,2024-10-04,Співбесіда,2024-10-07,,Рекомендація
493,28,Ольга Швачко,havrylozaruba@example.org,210-41-23,Модельєр,"Хмара, Атрощенко and Каденюк",21643.18,29657.31,1,Середня,2024-03-11,Нова,,,Сайт компанії
494,12,Адам Фоменко,ostapfareniuk@example.com,320 77 71,Ді-джей,Чміль LLC,23795.62,29631.98,13,Бакалавр,2023-11-12,Пропозиція,2023-11-17,Чотири відзначити порт спорт дрімати виникнення. Блін сходити ідея коричневий висловлюватися здалеку актриса інтелектуальний.,Рекомендація
495,78,Святослава Оніщук,haidamakaonysym@example.net,+380 49 770 95 84,Кушнір,Терещук and Sons,16720.79,20431.81,13,PhD,2024-07-11,Пропозиція,2024-07-18,Ягода демократія соціалістичний збільшуватися плід кут. Керівник житель повністю перетнути доба незвичний. Забирати гараж сміливий приходити армійський.,LinkedIn
496,88,Арсен Шиян,chuprynavladyslav@example.net,059 567-60-75,Секретар,Носенко Ltd,34908.03,51841.15,2,PhD,2024-07-10,Прийнято,2024-07-15,Господиня отже ланцюжок білизна банк тютюн валюта. Сміятися що направо. Військовий уникати бігати монета насолода нервово.,Сайт компанії
497,58,Роксолана Засядько,alina69@example.com,219-12-83,Гицель,Романенко Ltd,11888.47,17138.71,9,Бакалавр,2024-10-14,Відхилено,2024-10-25,Актриса уточнити інтернет досліджено. Синок неправда порада чітко. Помовчати блін настати.,Рекомендація
498,87,Пантелеймон Стельмах,snizhana19@example.net,+380 49 090-07-99,Музикознавець,"Мазур, Дашкевич and Овчаренко",21725.22,28012.72,15,Середня,2024-08-14,Співбесіда,2024-08-19,,Інше
499,64,Аліна Дубенко,iaroslavahavrylets@example.net,+380 53 664-40-36,Педагог,Цибуленко LLC,32059.87,43851.9,12,Середня,2024-12-06,Пропозиція,2024-12-12,Керівник небезпека ремінь редактор. Шкільний витримати адвокат дальній палата. Лапа решітка увійти.,Work.ua
500,45,добродій Федір Шутько,hresteodor@example.com,+380 58 524-49-10,Ґрунтознавець,Гриценко-Демʼяненко,27404.58,38306.46,14,Бакалавр,2023-10-31,Відхилено,2023-11-10,"Щось щось застосовуватися здригнутися висловлюватися. Світило пропадати монета насолода точно угодний.
Призначити ґаздиня космос. Тьмяний вивести наполегливо вчора зображати хлопчисько міра.",Сайт компанії
