logistics_id,transport_date,transport_type,destination_type,related_id,distance_km,fuel_consumption,transport_cost,driver_name,vehicle_number,start_time,estimated_arrival,actual_arrival,status
138,2023-05-27,Фура,Виробництво,75,819,12.23,1588.69,Вікторія Єщенко,AA9258AA,2023-05-27 06:00:00,2023-05-27 19:39:00,2023-05-27 21:19:21.161095,Заплановано
139,2024-01-16,Мікроавтобус,Постачальник,909,707,5.63,4388.35,Устим Проценко,AA3493AA,2024-01-16 18:00:00,2024-01-17 05:47:00,2024-01-17 07:00:32.639177,В дорозі
140,2024-12-02,Фура,Клієнт,290,554,22.17,4089.6,Пріска Харченко,AA6419AA,2024-12-02 18:00:00,2024-12-03 03:14:00,2024-12-03 04:58:39.382032,Доставлено
141,2024-02-25,Вантажівка,Склад,1259,827,23.28,4089.25,Валентин Гресь,AA7896AA,2024-02-25 14:00:00,2024-02-26 03:47:00,2024-02-26 04:42:42.054958,Заплановано
142,2024-02-18,Мікроавтобус,Постачальник,578,202,13.58,1689.92,Федір Вишиваний,AA9863AA,2024-02-18 05:00:00,2024-02-18 08:22:00,2024-02-18 09:23:53.201240,Заплановано
143,2024-05-21,Фура,Клієнт,556,325,11.9,1244.3,Кирило Скорик,AA5403AA,2024-05-21 23:00:00,2024-05-22 04:25:00,2024-05-22 09:16:01.145988,Затримка
144,2024-06-07,Легковий автомобіль,Постачальник,1186,266,11.16,3053.72,Гліб Свистун,AA4821AA,2024-06-07 21:00:00,2024-06-08 01:26:00,2024-06-08 03:18:10.842928,В дорозі
145,2024-01-19,Вантажівка,Клієнт,140,39,17.95,4215.19,Охріменко Дарина Павлівна,AA7416AA,2024-01-19 21:00:00,2024-01-19 21:39:00,2024-01-19 21:53:02.749583,Заплановано
146,2024-02-22,Мікроавтобус,Виробництво,1342,281,9.66,1105.08,Гордій Іващенко,AA4218AA,2024-02-22 21:00:00,2024-02-23 01:41:00,2024-02-23 02:03:27.978680,Заплановано
147,2023-06-18,Вантажівка,Склад,1383,185,20.67,4194.02,Вікторія Затовканюк,AA6488AA,2023-06-18 02:00:00,2023-06-18 05:05:00,2023-06-18 09:50:26.578972,Затримка
148,2023-05-05,Фура,Клієнт,481,725,20.35,2821.44,Василина Дзиндра,AA8776AA,2023-05-05 20:00:00,2023-05-06 08:05:00,2023-05-06 11:31:56.221534,Затримка
149,2023-07-03,Мікроавтобус,Виробництво,1080,155,28.05,3427.98,Соломія Чабан,AA7128AA,2023-07-03 04:00:00,2023-07-03 06:35:00,2023-07-03 06:31:12.379684,В дорозі
150,2023-05-15,Вантажівка,Клієнт,557,76,16.22,1795.39,Кирило Вернидуб,AA2871AA,2023-05-15 18:00:00,2023-05-15 19:16:00,2023-05-15 19:48:36.359167,Заплановано
151,2023-10-19,Мікроавтобус,Клієнт,669,562,27.02,4615.93,Варфоломій Гавриленко,AA6759AA,2023-10-19 11:00:00,2023-10-19 20:22:00,2023-10-19 21:11:08.632108,В дорозі
152,2023-11-06,Легковий автомобіль,Склад,696,184,10.04,1536.68,Ольга Забарна,AA4136AA,2023-11-06 19:00:00,2023-11-06 22:04:00,2023-11-06 21:49:04.031627,Заплановано
153,2024-03-01,Легковий автомобіль,Постачальник,1481,82,9.55,1250.29,Охрім Забара,AA1676AA,2024-03-01 03:00:00,2024-03-01 04:22:00,2024-03-01 04:38:38.176641,Доставлено
154,2024-08-28,Легковий автомобіль,Постачальник,934,302,22.28,1834.45,Олесь Кабаненко,AA6857AA,2024-08-28 21:00:00,2024-08-29 02:02:00,2024-08-29 02:39:28.335201,В дорозі
155,2023-10-29,Вантажівка,Клієнт,510,730,24.3,2046.38,пан Єфрем Бевз,AA3135AA,2023-10-29 17:00:00,2023-10-30 05:10:00,2023-10-30 07:45:27.687769,Затримка
156,2024-04-16,Мікроавтобус,Склад,358,628,29.77,4637.73,Ростислав Євтушенко,AA5737AA,2024-04-16 05:00:00,2024-04-16 15:28:00,2024-04-16 19:49:38.174896,Затримка
157,2024-03-04,Фура,Склад,1383,699,20.64,1357.34,Данна Єрьоменко,AA8765AA,2024-03-04 18:00:00,2024-03-05 05:39:00,2024-03-05 07:13:52.873157,В дорозі
158,2024-12-13,Фура,Виробництво,1059,706,7.31,4552.98,пані Любов Василенко,AA5577AA,2024-12-13 11:00:00,2024-12-13 22:46:00,2024-12-14 00:33:57.362671,Заплановано
159,2024-04-07,Фура,Виробництво,316,324,28.22,3153.56,Лілія Акименко,AA7338AA,2024-04-07 01:00:00,2024-04-07 06:24:00,2024-04-07 07:30:34.492428,Заплановано
160,2023-03-11,Мікроавтобус,Клієнт,769,621,7.9,1600.41,Владислав Жученко,AA7924AA,2023-03-11 11:00:00,2023-03-11 21:21:00,2023-03-11 23:04:25.889180,Доставлено
161,2024-02-02,Фура,Виробництво,757,800,25.67,1560.9,Михайлина Самойленко,AA9328AA,2024-02-02 02:00:00,2024-02-02 15:20:00,2024-02-02 15:23:39.009591,Доставлено
162,2023-10-04,Фура,Постачальник,1381,349,16.27,4479.36,Камілла Гайдабура,AA1556AA,2023-10-04 19:00:00,2023-10-05 00:49:00,2023-10-05 03:52:53.524139,Затримка
163,2023-09-25,Мікроавтобус,Постачальник,1498,365,18.6,2896.71,Мартин Вахній,AA3823AA,2023-09-25 21:00:00,2023-09-26 03:05:00,2023-09-26 05:18:21.568244,Затримка
164,2024-11-24,Фура,Виробництво,451,829,21.29,2918.96,Артимишина Марія Володимирівна,AA7403AA,2024-11-24 16:00:00,2024-11-25 05:49:00,2024-11-25 06:30:58.521032,Заплановано
165,2023-07-14,Легковий автомобіль,Постачальник,710,812,13.94,2767.14,Данна Гавришкевич,AA2027AA,2023-07-14 17:00:00,2023-07-15 06:32:00,2023-07-15 07:08:19.375461,В дорозі
166,2023-10-01,Легковий автомобіль,Клієнт,232,481,14.42,2966.42,Вʼячеслав Гупало,AA6544AA,2023-10-01 18:00:00,2023-10-02 02:01:00,2023-10-02 05:54:56.238315,Затримка
167,2023-05-13,Вантажівка,Клієнт,160,463,15.6,1875.52,Ольга Алексеєнко,AA6576AA,2023-05-13 21:00:00,2023-05-14 04:43:00,2023-05-14 08:14:00.448888,Затримка
168,2023-01-03,Легковий автомобіль,Виробництво,525,842,5.35,699.51,Онисим Єсипенко,AA8382AA,2023-01-03 22:00:00,2023-01-04 12:02:00,2023-01-04 13:56:40.163894,Заплановано
169,2024-03-21,Вантажівка,Склад,1390,431,23.8,4410.69,Йосип Онищенко,AA3508AA,2024-03-21 21:00:00,2024-03-22 04:11:00,2024-03-22 03:55:18.592980,В дорозі
170,2023-04-16,Легковий автомобіль,Склад,77,568,7.27,2981.91,пан Опанас Іващенко,AA4626AA,2023-04-16 04:00:00,2023-04-16 13:28:00,2023-04-16 13:53:10.697236,В дорозі
171,2023-04-22,Мікроавтобус,Склад,140,667,17.47,4979.05,Єлисавета Затула,AA9417AA,2023-04-22 21:00:00,2023-04-23 08:07:00,2023-04-23 09:12:50.402998,Доставлено
172,2023-10-10,Вантажівка,Виробництво,206,252,13.28,2507.59,Мирослав Яремків,AA6598AA,2023-10-10 17:00:00,2023-10-10 21:12:00,2023-10-10 21:44:37.463289,В дорозі
173,2023-11-01,Фура,Клієнт,39,811,29.25,1541.3,Опанасенко Орест Зорянович,AA1192AA,2023-11-01 05:00:00,2023-11-01 18:31:00,2023-11-01 19:25:52.913012,Заплановано
174,2023-12-04,Легковий автомобіль,Склад,1478,794,25.85,4232.76,Мілена Бакуменко,AA5951AA,2023-12-04 04:00:00,2023-12-04 17:14:00,2023-12-04 17:26:36.480464,В дорозі
175,2023-01-06,Мікроавтобус,Постачальник,689,837,5.48,2619.76,Опанас Ващенко-Захарченко,AA6956AA,2023-01-06 19:00:00,2023-01-07 08:57:00,2023-01-07 10:29:54.225839,В дорозі
176,2023-02-13,Фура,Клієнт,941,131,21.86,2206.12,Златослава Вдовенко,AA4765AA,2023-02-13 19:00:00,2023-02-13 21:11:00,2023-02-13 21:44:30.993551,Заплановано
177,2024-07-23,Легковий автомобіль,Постачальник,1374,717,8.63,3129.75,Зорян Безбородько,AA1104AA,2024-07-23 17:00:00,2024-07-24 04:57:00,2024-07-24 05:00:57.061410,В дорозі
178,2024-07-21,Мікроавтобус,Виробництво,1384,996,15.62,4653.27,Адам Андрусенко,AA8072AA,2024-07-21 15:00:00,2024-07-22 07:36:00,2024-07-22 08:39:10.335605,Заплановано
179,2024-01-14,Мікроавтобус,Клієнт,526,451,6.59,3347.55,пані Маруся Петлюра,AA9784AA,2024-01-14 15:00:00,2024-01-14 22:31:00,2024-01-15 00:14:20.285138,В дорозі
180,2023-08-17,Фура,Клієнт,895,610,8.25,1224.89,Олександр Негода,AA1985AA,2023-08-17 13:00:00,2023-08-17 23:10:00,2023-08-18 00:22:32.557369,Доставлено
181,2023-12-28,Легковий автомобіль,Постачальник,1008,972,26.32,4104.18,пан Феофан Фесенко,AA9029AA,2023-12-28 01:00:00,2023-12-28 17:12:00,2023-12-28 17:43:38.885667,Доставлено
182,2023-07-20,Вантажівка,Виробництво,237,141,11.65,4852.1,Федір Орлик,AA6019AA,2023-07-20 11:00:00,2023-07-20 13:21:00,2023-07-20 13:03:25.054956,Заплановано
183,2024-12-22,Легковий автомобіль,Постачальник,756,703,6.24,861.16,Бабʼяк Валентина Устимівна,AA9750AA,2024-12-22 07:00:00,2024-12-22 18:43:00,2024-12-22 22:05:08.321938,Затримка
184,2024-08-13,Легковий автомобіль,Склад,1259,304,28.43,1090.78,Августин Панчук,AA1060AA,2024-08-13 15:00:00,2024-08-13 20:04:00,2024-08-13 21:39:31.255281,В дорозі
185,2024-03-06,Вантажівка,Склад,510,524,18.54,4179.7,Вівчаренко Людмила Соломонівна,AA2523AA,2024-03-06 14:00:00,2024-03-06 22:44:00,2024-03-07 03:19:44.470408,Затримка
186,2023-01-19,Фура,Клієнт,830,907,23.4,2797.81,Василина Щириця,AA8194AA,2023-01-19 08:00:00,2023-01-19 23:07:00,2023-01-19 23:34:42.201732,Заплановано
187,2023-10-01,Легковий автомобіль,Клієнт,744,262,20.69,2024.55,Аркадій Смик,AA5688AA,2023-10-01 23:00:00,2023-10-02 03:22:00,2023-10-02 04:10:48.905236,Доставлено
188,2024-12-09,Легковий автомобіль,Виробництво,152,587,24.45,3537.8,Захар Зайченко,AA4226AA,2024-12-09 09:00:00,2024-12-09 18:47:00,2024-12-09 18:36:49.541366,Заплановано
189,2023-03-19,Мікроавтобус,Постачальник,267,792,23.2,1879.77,Альберт Журавель,AA6174AA,2023-03-19 12:00:00,2023-03-20 01:12:00,2023-03-20 00:49:16.918291,В дорозі
190,2024-07-17,Фура,Постачальник,1277,823,7.13,2344.89,Едита Юрчишина,AA1372AA,2024-07-17 09:00:00,2024-07-17 22:43:00,2024-07-18 03:34:15.686694,Затримка
191,2024-05-13,Легковий автомобіль,Постачальник,700,756,9.29,3546.44,Софія Атрощенко,AA4926AA,2024-05-13 13:00:00,2024-05-14 01:36:00,2024-05-14 02:04:58.889003,Доставлено
192,2023-02-15,Фура,Склад,168,821,6.76,2994.64,Трохим Скоробогатько,AA3146AA,2023-02-15 02:00:00,2023-02-15 15:41:00,2023-02-15 19:39:40.636175,Затримка
193,2024-08-22,Фура,Склад,692,964,16.86,1239.53,Соломон Шило,AA5947AA,2024-08-22 16:00:00,2024-08-23 08:04:00,2024-08-23 13:03:43.279454,Затримка
194,2024-10-23,Легковий автомобіль,Клієнт,628,910,7.69,2848.02,Святослава Рудик,AA3685AA,2024-10-23 18:00:00,2024-10-24 09:10:00,2024-10-24 11:04:56.286604,Заплановано
195,2024-08-15,Мікроавтобус,Постачальник,307,653,13.68,2554.17,пан Трохим Гаврилець,AA6927AA,2024-08-15 17:00:00,2024-08-16 03:53:00,2024-08-16 03:52:39.026725,В дорозі
196,2024-10-25,Легковий автомобіль,Постачальник,895,418,22.52,3975.45,пан Ігнат Архимович,AA7768AA,2024-10-25 10:00:00,2024-10-25 16:58:00,2024-10-25 18:12:46.856300,Доставлено
197,2023-08-21,Мікроавтобус,Постачальник,455,973,8.38,3493.09,пан Олекса Гавриш,AA7154AA,2023-08-21 15:00:00,2023-08-22 07:13:00,2023-08-22 08:17:47.529843,В дорозі
198,2023-04-20,Мікроавтобус,Склад,274,440,22.02,4319.22,Ілля Яковенко,AA8892AA,2023-04-20 14:00:00,2023-04-20 21:20:00,2023-04-20 20:53:15.844660,Доставлено
199,2023-12-07,Фура,Постачальник,1378,439,12.42,828.24,пан Станіслав Ващенко-Захарченко,AA7983AA,2023-12-07 00:00:00,2023-12-07 07:19:00,2023-12-07 07:25:07.684033,Доставлено
200,2023-01-29,Мікроавтобус,Склад,1452,443,13.82,1264.21,Швайка Роксолана Лесівна,AA3620AA,2023-01-29 00:00:00,2023-01-29 07:23:00,2023-01-29 09:03:41.371886,Доставлено
201,2024-08-11,Мікроавтобус,Виробництво,385,892,14.57,1478.68,Камілла Вишивана,AA1397AA,2024-08-11 18:00:00,2024-08-12 08:52:00,2024-08-12 10:01:28.072552,В дорозі
202,2023-12-10,Фура,Постачальник,913,923,15.58,1144.14,Ліза Шило,AA8342AA,2023-12-10 18:00:00,2023-12-11 09:23:00,2023-12-11 10:31:35.580045,Заплановано
203,2023-04-08,Мікроавтобус,Склад,1074,983,25.46,4256.55,Онисим Нестеренко,AA8894AA,2023-04-08 10:00:00,2023-04-09 02:23:00,2023-04-09 03:23:30.597639,В дорозі
204,2024-02-04,Легковий автомобіль,Постачальник,354,779,19.97,4346.88,Алла Євтушенко,AA8589AA,2024-02-04 07:00:00,2024-02-04 19:59:00,2024-02-04 21:10:04.753125,Доставлено
205,2023-01-27,Легковий автомобіль,Виробництво,587,982,5.02,1039.03,Харченко Єва Владиславівна,AA6163AA,2023-01-27 21:00:00,2023-01-28 13:22:00,2023-01-28 13:33:10.602324,Заплановано
206,2024-09-05,Вантажівка,Клієнт,946,156,7.86,3415.65,Михайлина Артимишин,AA6111AA,2024-09-05 07:00:00,2024-09-05 09:36:00,2024-09-05 09:50:28.131810,Доставлено
207,2024-12-25,Вантажівка,Постачальник,1188,641,13.07,1414.22,Болеслав Давимука,AA9326AA,2024-12-25 16:00:00,2024-12-26 02:41:00,2024-12-26 06:52:27.805104,Затримка
208,2023-06-16,Фура,Постачальник,719,307,7.51,662.14,Олекса Кибкало,AA3984AA,2023-06-16 18:00:00,2023-06-16 23:07:00,2023-06-17 02:38:12.123532,Затримка
209,2023-01-15,Вантажівка,Виробництво,67,969,8.43,2172.2,Орися Журавель,AA5312AA,2023-01-15 06:00:00,2023-01-15 22:09:00,2023-01-15 21:44:38.449962,В дорозі
210,2024-09-14,Фура,Виробництво,1405,934,28.25,1211.32,Вікторія Цюцюра,AA5530AA,2024-09-14 16:00:00,2024-09-15 07:34:00,2024-09-15 09:18:05.573295,В дорозі
211,2024-10-29,Вантажівка,Склад,343,502,28.14,1968.02,Прохір Литвиненко,AA8460AA,2024-10-29 06:00:00,2024-10-29 14:22:00,2024-10-29 14:49:16.754002,Заплановано
212,2023-09-12,Мікроавтобус,Виробництво,1139,499,13.66,3892.84,Устим Конопленко,AA9059AA,2023-09-12 03:00:00,2023-09-12 11:19:00,2023-09-12 13:05:13.183267,Заплановано
213,2024-07-07,Легковий автомобіль,Склад,468,804,27.24,1220.06,Богуслав Ковалюк,AA7255AA,2024-07-07 15:00:00,2024-07-08 04:24:00,2024-07-08 04:03:47.030016,Доставлено
214,2023-02-05,Мікроавтобус,Клієнт,275,643,22.34,4775.46,Володимира Бабʼюк,AA3078AA,2023-02-05 15:00:00,2023-02-06 01:43:00,2023-02-06 01:14:26.478694,В дорозі
215,2024-02-13,Легковий автомобіль,Склад,57,817,15.03,4546.19,Варфоломій Хорішко,AA7393AA,2024-02-13 03:00:00,2024-02-13 16:37:00,2024-02-13 21:25:50.153982,Затримка
216,2024-02-13,Фура,Постачальник,589,824,12.07,4334.22,Леонтій Франко,AA4787AA,2024-02-13 13:00:00,2024-02-14 02:44:00,2024-02-14 04:49:48.382770,Затримка
217,2023-05-16,Фура,Постачальник,1456,40,17.48,3885.8,Ліза Шиян,AA3057AA,2023-05-16 10:00:00,2023-05-16 10:40:00,2023-05-16 11:14:00.789717,Заплановано
