transaction_id,date,type,debit_account,credit_account,amount,description,reference_id,status,created_by,created_at,approved_by,approved_at,currency,exchange_rate
142,2024-10-15,Закупівля,2100,1000,33381.58,Раніше їсти диявол ґудзик безпорадний.,TRX-142,Очікує,Симон Сагаль,2024-10-15,Гаврилюк Олег Теодорович,2024-10-15 08:00:00,UAH,1.0
143,2024-05-06,Продаж,1000,3000,68488.92,Продаж товару 33,SALE-631,Проведено,Анастасія Талан,2024-05-06,Вертипорох Миколай Омелянович,2024-05-07 06:00:00,UAH,1.0
144,2024-12-07,Закупівля,1300,1000,77278.48,Дрімати летіти дівка ґудзик.,TRX-144,Проведено,пан Олекса Деревʼянко,2024-12-07,Роксолана Вертипорох,2024-12-07 05:00:00,UAH,1.0
145,2024-02-16,Ремонт,4400,1000,12989.07,Ремонт обладнання 25,MAINT-246,Відхилено,Ігнат Цибуленко,2024-02-16,Гавришкевич Єва Артемівна,2024-02-18 00:00:00,UAH,1.0
146,2024-12-24,Зарплата,4100,1000,12119.82,Виплата заробітної плати,TRX-146,Проведено,Олесь Гаврилів,2024-12-24,,2024-12-25 07:00:00,UAH,1.0
147,2023-09-01,Закупівля,1300,1000,93991.69,Ковзати правий монета червень редактор.,TRX-147,Очікує,Любов Лемешко,2023-09-01,Марʼяна Москаль,2023-09-02 22:00:00,UAH,1.0
148,2024-06-28,Продаж,1000,3000,192955.10729999997,Продаж товару 56,SALE-908,Проведено,Орися Артеменко,2024-06-28,Едита Акименко,2024-06-29 10:00:00,UAH,1.0
149,2024-07-13,Продаж,1000,3000,498382.63200000004,Продаж товару 82,SALE-93,Проведено,Богдан Жученко,2024-07-13,добродій Леон Засядько,,UAH,1.0
150,2023-09-19,Ремонт,4400,1000,6543.130000000001,Ремонт обладнання 42,MAINT-339,Очікує,Мартин Сич,2023-09-19,,,UAH,1.0
151,2024-07-09,Зарплата,4100,1000,16096.62,Виплата заробітної плати,TRX-151,Проведено,Роман Верес,2024-07-09,Авдєєнко Герман Богданович,2024-07-10 08:00:00,UAH,1.0
152,2024-04-28,Закупівля,3000,1000,78952.51,Збільшуватися тисяча безпорадний виражений.,TRX-152,Відхилено,Сірко Пармен Стефанович,2024-04-28,Клавдія Тимчук,2024-04-29 03:00:00,UAH,1.0
153,2023-11-29,Зарплата,4100,1000,63605.89,Виплата заробітної плати,TRX-153,Проведено,Соломон Шамрай,2023-11-29,Кибкало Хома Едуардович,2023-11-29 15:00:00,UAH,1.0
154,2023-02-09,Закупівля,4000,1000,32717.78,Тривога ставити аж решітка радість яскраво.,TRX-154,Проведено,Святослава Базилевська,2023-02-09,Варфоломій Бабиченко,2023-02-09 14:00:00,UAH,1.0
155,2024-02-21,Ремонт,4400,1000,9083.720000000001,Ремонт обладнання 3,MAINT-989,Відхилено,Петрик Лариса Устимівна,2024-02-21,пані Едита Запорожець,2024-02-21 23:00:00,UAH,1.0
156,2023-12-29,Закупівля,4400,1000,26438.41,Шкарпетка доба раніше палець.,TRX-156,Відхилено,Лукʼян Гречаник,2023-12-29,Ярема Вахній,2023-12-29 22:00:00,UAH,1.0
157,2023-04-02,Закупівля,3000,1000,49480.81,Нога вечір насолода пристрій.,TRX-157,Проведено,Анжела Гупало,2023-04-02,Амалія Акименко,2023-04-02 14:00:00,UAH,1.0
158,2024-07-16,Закупівля,1300,1000,10664.5,Слати провінція бок купа-невеличка.,TRX-158,Очікує,Любов Шухевич,2024-07-16,Соломія Демʼянюк,,UAH,1.0
159,2024-06-25,Інше,1200,1000,67163.44,Уточнити упустити сходити вперед що.,TRX-159,Проведено,Іван Бандера,2024-06-25,Орися Дараган,,UAH,1.0
160,2023-12-02,Ремонт,4400,1000,10194.46,Ремонт обладнання 36,MAINT-274,Проведено,Богдан Рудько,2023-12-02,Мартин Баранець,2023-12-02 12:00:00,UAH,1.0
161,2024-10-26,Зарплата,4100,1000,20446.38,Виплата заробітної плати,TRX-161,Очікує,Костянтин Якимчук,2024-10-26,добродій Захар Артимович,2024-10-26 17:00:00,UAH,1.0
162,2023-12-16,Продаж,1000,3000,7389.491999999999,Продаж товару 54,SALE-627,Проведено,Охрім Іщенко,2023-12-16,Світлана Бабко,2023-12-17 15:00:00,UAH,1.0
163,2023-10-16,Інше,1100,1000,39517.64,МʼЯта вивести лапа мати.,TRX-163,Відхилено,Амалія Дубас,2023-10-16,Станіслав Приходько,2023-10-16 18:00:00,UAH,1.0
164,2024-03-17,Ремонт,4400,1000,10643.279999999999,Ремонт обладнання 6,MAINT-539,Відхилено,Охрім Ребрик,2024-03-17,Амалія Фартушняк,2024-03-18 18:00:00,UAH,1.0
165,2024-04-10,Ремонт,4400,1000,13017.42,Ремонт обладнання 28,MAINT-379,Проведено,Остап Макаренко,2024-04-10,Онисим Ващук,2024-04-12 00:00:00,UAH,1.0
166,2024-01-08,Ремонт,4400,1000,12995.37,Ремонт обладнання 13,MAINT-53,Проведено,Михайло Закусило,2024-01-08,Віктор Зінченко,2024-01-08 09:00:00,UAH,1.0
167,2024-05-23,Продаж,1000,3000,140691.888,Продаж товару 86,SALE-216,Проведено,Тереза Чміль,2024-05-23,пан Назар Валенко,2024-05-24 16:00:00,UAH,1.0
168,2024-05-09,Закупівля,1000,1000,35624.08,Звільнення від'їзд взагалі й склянка.,TRX-168,Відхилено,Юстим Охріменко,2024-05-09,Олесь Товстуха,,UAH,1.0
169,2023-06-03,Продаж,1000,3000,210513.552,Продаж товару 9,SALE-802,Очікує,Єва Бездітко,2023-06-03,Бабʼяк Семен Геннадійович,,UAH,1.0
170,2024-06-25,Комунальні,4200,1000,44939.0,Оплата комунальних послуг,TRX-170,Проведено,Ірина Цюпа,2024-06-25,Тетяна Андрійчук,2024-06-26 12:00:00,UAH,1.0
171,2024-02-27,Продаж,1000,3000,365185.93649999995,Продаж товару 9,SALE-843,Відхилено,Дарина Гупало,2024-02-27,Пріска Швачка,2024-02-28 13:00:00,UAH,1.0
172,2024-07-24,Інше,4100,1000,32007.32,Почуття здригнутися інтернет рішення каюта один.,TRX-172,Очікує,Наливайко Віра Володимирівна,2024-07-24,,2024-07-25 17:00:00,UAH,1.0
173,2023-02-14,Зарплата,4100,1000,38652.46,Виплата заробітної плати,TRX-173,Проведено,Лесик Остап Юстимович,2023-02-14,Пантелеймон Аврамчук,2023-02-14 05:00:00,UAH,1.0
174,2024-10-20,Продаж,1000,3000,46153.952999999994,Продаж товару 31,SALE-139,Відхилено,Пріска Тригуб,2024-10-20,Терещук Галина Богодарівна,2024-10-21 02:00:00,UAH,1.0
175,2024-06-05,Закупівля,1000,1000,6029.95,Мить їжа вчений рот армійський дівка пісенька.,TRX-175,Очікує,Марта Лисенко,2024-06-05,Нестор Савенко,2024-06-07 00:00:00,UAH,1.0
176,2024-09-28,Закупівля,2100,1000,54237.67,Затримати монета так.,TRX-176,Очікує,Павло Заєць,2024-09-28,Олена Теличенко,2024-09-29 22:00:00,UAH,1.0
177,2023-10-22,Зарплата,4100,1000,16143.99,Виплата заробітної плати,TRX-177,Проведено,Жайворон Валентина Богуславівна,2023-10-22,Аліна Годунок,2023-10-23 12:00:00,UAH,1.0
178,2023-02-14,Ремонт,4400,1000,7262.849999999999,Ремонт обладнання 30,MAINT-186,Проведено,Станіслав Гайдамака,2023-02-14,Олекса Терещенко,2023-02-15 23:00:00,UAH,1.0
179,2024-11-16,Комунальні,4200,1000,66866.26,Оплата комунальних послуг,TRX-179,Очікує,Ірена Вітер,2024-11-16,Остап Усик,2024-11-17 19:00:00,UAH,1.0
180,2024-12-08,Продаж,1000,3000,434767.41,Продаж товару 11,SALE-125,Відхилено,Кирило Асаула,2024-12-08,,2024-12-09 17:00:00,UAH,1.0
181,2024-09-26,Інше,4200,1000,95597.49,Розуміти зате поставити низький розвинений.,TRX-181,Очікує,Наталія Удовенко,2024-09-26,Анастасія Бабич,2024-09-26 21:00:00,UAH,1.0
182,2023-11-14,Ремонт,4400,1000,12563.04,Ремонт обладнання 6,MAINT-389,Проведено,Златослава Удовенко,2023-11-14,Базилевич Дарина Панасівна,2023-11-15 03:00:00,UAH,1.0
183,2024-06-30,Ремонт,4400,1000,16482.37,Ремонт обладнання 8,MAINT-628,Очікує,Камілла Захаренко,2024-06-30,,2024-07-01 05:00:00,UAH,1.0
184,2023-02-18,Комунальні,4200,1000,45936.66,Оплата комунальних послуг,TRX-184,Відхилено,добродій Віктор Ємельяненко,2023-02-18,Назар Вітер,2023-02-19 15:00:00,UAH,1.0
185,2023-04-05,Продаж,1000,3000,150838.3659,Продаж товару 71,SALE-817,Відхилено,Христина Девдюк,2023-04-05,Роксолана Гречаник,2023-04-06 00:00:00,UAH,1.0
186,2024-11-30,Комунальні,4200,1000,99114.12,Оплата комунальних послуг,TRX-186,Відхилено,Орися Голик,2024-11-30,Анастасія Ващенко-Захарченко,2024-11-30 16:00:00,UAH,1.0
187,2023-08-03,Ремонт,4400,1000,5814.83,Ремонт обладнання 49,MAINT-162,Проведено,Франц Михайличенко,2023-08-03,Азар Тригуб,2023-08-03 08:00:00,UAH,1.0
188,2024-05-21,Ремонт,4400,1000,11487.6,Ремонт обладнання 36,MAINT-772,Проведено,Маруся Пʼятаченко,2024-05-21,Євген Ємельяненко,2024-05-22 02:00:00,UAH,1.0
189,2024-02-15,Інше,4400,1000,3953.05,А наполегливо плавно.,TRX-189,Відхилено,пан Назар Швачка,2024-02-15,пані Василина Жученко,2024-02-16 21:00:00,UAH,1.0
190,2023-12-10,Закупівля,4300,1000,50815.35,Вказаний затягнутися заплакати розводити.,TRX-190,Відхилено,Марія Дубас,2023-12-10,Марʼяна Масоха,2023-12-11 11:00:00,UAH,1.0
191,2023-04-10,Продаж,1000,3000,76944.31880000001,Продаж товару 98,SALE-16,Відхилено,Марʼяна Ніколюк,2023-04-10,Єлисавета Шведченко,2023-04-10 20:00:00,UAH,1.0
192,2024-06-15,Закупівля,4200,1000,16307.64,Взагалі упор залучати міф господь.,TRX-192,Відхилено,Олег Абраменко,2024-06-15,Гордій Охримович,2024-06-16 04:00:00,UAH,1.0
193,2023-06-10,Продаж,1000,3000,243132.27839999998,Продаж товару 72,SALE-496,Відхилено,Златослава Корпанюк,2023-06-10,Вадим Корсун,2023-06-11 04:00:00,UAH,1.0
194,2023-09-24,Зарплата,4100,1000,67213.98,Виплата заробітної плати,TRX-194,Очікує,Михалюк Данило Федорович,2023-09-24,пані Одарка Теличенко,2023-09-24 18:00:00,UAH,1.0
195,2023-05-20,Комунальні,4200,1000,99563.37,Оплата комунальних послуг,TRX-195,Відхилено,Володимира Яременко,2023-05-20,,2023-05-20 21:00:00,UAH,1.0
196,2024-12-19,Закупівля,4200,1000,56782.69,Зрозумілий виблискувати зрідка.,TRX-196,Очікує,пан Гаврило Супруненко,2024-12-19,,2024-12-19 21:00:00,UAH,1.0
197,2023-08-06,Продаж,1000,3000,33111.984,Продаж товару 20,SALE-338,Очікує,Олександр Величко,2023-08-06,Златослава Доценко,2023-08-07 12:00:00,UAH,1.0
198,2023-01-12,Продаж,1000,3000,81126.80159999999,Продаж товару 14,SALE-538,Відхилено,пані Богуслава Притула,2023-01-12,Віолетта Савенко,2023-01-13 00:00:00,UAH,1.0
199,2024-06-12,Комунальні,4200,1000,90059.79,Оплата комунальних послуг,TRX-199,Відхилено,Адам Якименко,2024-06-12,Арсен Щербак,2024-06-12 11:00:00,UAH,1.0
200,2024-09-05,Інше,1200,1000,66282.17,Жорстокий наштовхнутися кут сходити бригада.,TRX-200,Очікує,Варвара Бараник,2024-09-05,пані Світлана Овчаренко,2024-09-05 03:00:00,UAH,1.0
201,2024-03-17,Закупівля,2000,1000,42958.89,Оборот командування вивести прохід ідея лапа.,TRX-201,Проведено,Ліза Ющенко,2024-03-17,,,UAH,1.0
